id;name;latitude;longitude
223;Versailles-Chantiers;48.7958264;2.1358827
224;Villeneuve-au-Chemin;48.082895;3.844281
230;Salvagnac;43.9166670000;1.7000000000
232;Maussac;45.4833330000;2.1500000000
233;Aix-en-Provence TGV;43.455237;5.317534
234;Moustéru;48.5074512;-3.2435052
239;Aillevillers;47.9138876;6.3372988
241;Ailly-sur-Noye;49.75448;2.36419
246;Ailly-sur-Somme;49.92838;2.20059
249;Aigues-Vives (Gard);43.7333330000;4.1666670000
252;Aiserey;47.170501;5.1582447
264;Vicq-sur-Breuilh;45.645578;1.384455
265;St-Hilaire-Bonneval;45.7166670000;1.3666670000
266;Boisseuil;45.7666670000;1.3166670000
267;Azay-sur-Indre;47.2000000000;0.9500000000
286;Mouroux;48.8139949;3.0423421
292;Alet-les-Bains;42.9974445;2.2518325
293;Allassac;45.2589385;1.4731471
295;Albens;45.785946;5.9483418
302;Pierre-Buffière Ville;45.7000000000;1.3500000000
303;Aix la Marsalouse;45.614206266734726;2.3984473943710327
304;La Ferté-sous-Jouarre;48.950741;3.125577
311;Merten;49.2500000000;6.6666670000
313;La Ferté-Milon;49.1797269;3.1207223
314;Neuilly-St-Front;49.1871466;3.2710249
315;Oulchy-Breny;49.1876743;3.3524421
316;Albi Madeleine;43.938011;2.1409629
317;Ambérieu;45.954008;5.342388
322;Auxon Église;48.092235;3.923863
323;Rehainviller;48.5666670000;6.4666670000
324;St-Pierremont;48.4333330000;6.5833330000
325;Leintrey;48.6166670000;6.7333330000
326;Amenoncourt;48.626383;6.78441
327;Magnac Bourg;45.61815;1.43097
328;Aigues-Mortes;43.5709008;4.1912102
329;Meuzac;45.5500000000;1.4333330000
335;Orville;47.5500000000;5.2000000000
336;Torcenay;47.813425;5.470142
337;Rosoy-sur-Amance;47.8333330000;5.5333330000
338;Bize;47.8333330000;5.6333330000
339;Anrosey;47.8333330000;5.6666670000
340;Pisseloup;47.8333330000;5.7333330000
341;Bétoncourt-sur-Mance;47.830622;5.759083
342;Vernois-sur-Mance;47.851944;5.794042
343;Andelot;46.8594671;5.923584
344;Angers;47.4666670000;-0.5500000000
345;Angers Maître École;47.4670899;-0.531894
346;Blondefontaine;47.8833330000;5.8666670000
347;Angoulême;45.653572;0.164608
348;Raincourt;47.859879227409714;5.885946750640868
349;Gévigney;47.8000000000;5.9333330000
350;Baulay;47.7833330000;6.0166670000
351;Amoncourt;47.7333330000;6.0666670000
352;Chaux-les-Port;47.713834;6.03311
353;Charmoille;47.6666670000;6.1000000000
354;Pusey;47.6500000000;6.1333330000
355;Martigny-les-Gerbonvaux;48.4500000000;5.8000000000
356;Autreville;48.4833330000;5.8500000000
358;Mont-le-Vignoble;48.6166670000;5.8500000000
359;Hestroff;49.2666670000;6.4333330000
360;Vaudreching;49.284483;6.523714
361;Alzing;49.2833330000;6.5500000000
363;Villette;49.474443;5.541571
364;Colmey—Flabeuville;49.457202;5.555477
365;Montigny-sur-Chiers;49.4833330000;5.6666670000
366;Lexy;49.5000000000;5.7333330000
367;Ingolsheim;48.9740200000;7.9359050000
372;Hertzing;48.6833330000;6.9500000000
373;Bébing;48.7000000000;7.0000000000
376;Drouilly;48.7666670000;4.5166670000
377;Aiguillon;44.2987224;0.3352388
378;St-Martin-aux-Champs;48.8166670000;4.4833330000
379;Bouilly;48.2000000000;4.0000000000
380;Chamoy;48.1166670000;3.9666670000
381;Jeugny;48.128443;4.039581
382;Montigny-les-Monts;48.1000000000;3.9500000000
383;St-Germain Mairie;48.259911;4.007804
384;St-Jean-de-Bonneval;48.1666670000;4.0500000000
385;St-Phal Monument aux morts;48.1166670000;4.0000000000
386;Villery;48.165524;4.023086
387;Neuvy-Sautour RN;48.0333330000;3.8000000000
388;Brienon Mairie;48.0000000000;3.6166670000
389;St-Lyé;48.3666670000;4.0000000000
390;Payns;48.3833330000;3.9666670000
391;Savières;48.4166670000;3.9500000000
392;St-Mesmin;48.4500000000;3.9333330000
393;Vallant-St-Georges;48.466168;3.899331
394;Châtres;48.5000000000;3.8500000000
395;Maizières-La Grande-Paroisse;48.5166670000;3.7833330000
396;Romilly-sur-Seine;48.514433;3.728887
399;Marnay-sur-Seine;48.5166670000;3.5500000000
400;Nogent-sur-Seine;48.49783878;3.49372888
401;Aigueperse;46.0147884;3.1982621
402;Vendeuvre;48.2400686;4.4672135
403;Bar-sur-Aube;48.2385399;4.7066708
404;St-Florentin Hôtel de Ville;48.0000000000;3.7333330000
406;Foug;48.6792561;5.7912761
407;Fontenoy-sur-Moselle;48.711721;5.9803654
408;Liverdun;48.7493158;6.0617374
409;Champigneulles;48.73499;6.16913
410;Laneuveville-devant-Nancy;48.65564;6.22792
411;Argèles-Gazost;43.1000000000;-0.0500000000
412;Arches;48.1198133;6.5283085
413;Varangéville—St-Nicolas;48.63533929;6.31286037
414;Dombasle-sur-Meurthe;48.623275;6.343478
415;Rosières-aux-Salines;48.605630;6.350457
416;Argelès-sur-Mer;42.543970;3.022349
417;Marainviller;48.5833330000;6.6000000000
419;Embermenil;48.6333330000;6.7000000000
421;Einvaux;48.5034859;6.3932959
422;Bayon;48.468046;6.322569
423;Argentan;48.738545;-0.025291
424;Xermamenil—Lamath;48.534981;6.457553
425;Arvant;45.3653797;3.3106747
426;Gerbeviller;48.5000000000;6.5166670000
427;Moyen;48.4833330000;6.5666670000
428;Soulosse;48.40923;5.739127
429;Magnières;48.4500000000;6.5666670000
430;Ascq;50.6218591;3.1598992
432;Coussey;48.4166670000;5.6833330000
433;Domremy-la-Pucelle;48.4500000000;5.6833330000
434;Auxerre-St-Gervais;47.797645;3.585140
435;Aspres-sur-Buëch;44.519428;5.7545655
436;St-Clément-Laronxe;48.5312283;6.6081108
437;Chenevières;48.5195062;6.6325613
438;Ménil-Flin;48.5050204;6.6592265
439;Azerailles;48.4913355;6.695778
440;Baccarat;48.452405;6.743830
441;Bertrichamps;48.4283359;6.7912343
442;Thiaville;48.4139874;6.8102635
443;Houdemont;48.645478;6.1797255
444;Ludres;48.6219545;6.1709118
445;Messein;48.6128788;6.1378364
446;Neuves-Maisons;48.6147666;6.1078904
447;Pont-St-Vincent;48.6023732;6.1031502
448;Aixe-sur-Vienne;45.7965002;1.1456892
449;Adamswiller;48.903757656798746;7.201194763183593
450;Bainville;48.5863794;6.099327
452;Xeuilley;48.5697134;6.1022334
453;Pierreville;48.5488838;6.1241409
454;Pulligny—Autrey;48.5360716;6.1374765
455;Ceintrey;48.523865;6.1572868
456;Tantonville;48.4838433;6.129105
457;Vézelise;48.4805518;6.1006508
458;Praye-sous-Vaudémont;48.4327891;6.1006981
459;Diarville;48.3975653;6.1264922
460;Domgermain;48.6500000000;5.8166670000
461;Charmes-la-Côte;48.6333330000;5.8333330000
462;Blenod-les-Toul;48.6000000000;5.8333330000
463;Bulligny—Crézilles;48.576646;5.848966
464;Barisey-la-Côte;48.5500000000;5.8500000000
465;Pompey;48.77304;6.13061
466;Marbache;48.8010405;6.1091755
467;Belleville;48.8195721;6.1018641
468;Dieulouard;48.843367;6.071489
469;Pont-à-Mousson;48.900580;6.050842
470;Luzy-sur-Marne;48.0500000000;5.1833330000
471;Chaudenay;47.8333330000;5.5000000000
472;Hortes;47.838739;5.553454
473;Charmoy—Fayl-Billot;47.809308;5.604145
474;Auch;43.647488;0.596661
475;Laferté-sur-Amance;47.8333330000;5.7000000000
476;Vitrey—Vernois;47.830406;5.779407
477;Barges;47.8666670000;5.8500000000
479;Bologne;48.1986877;5.1342228
480;Vignory;48.2701366;5.1241594
481;Aurillac;44.921092;2.435655
482;Froncles;48.2964154;5.1419387
483;Gudmont;48.3382279;5.1408271
484;Donjeux;48.3658544;5.1482245
485;Avignon TGV;43.921586;4.786079
486;Avail;46.960187;2.05319
487;Damblain;48.0937645;5.6563504
488;Châtillon-sur-Seine;47.86126131518925;4.574829339981079
489;Avignon;43.9500000000;4.8166670000
493;Aguilcourt—Variscourt;49.408017;3.973137
494;Prauthoy;47.6666670000;5.2833330000
495;Vaux-sous-Aubigny;47.657894;5.291365
497;Selongey;47.58704;5.18604
499;Maatz;47.7000000000;5.4500000000
500;Champlitte;47.6166670000;5.5166670000
501;Neuvelle-lès-Champlitte;47.5833330000;5.5500000000
502;Oyrières;47.5333330000;5.5666670000
503;Chargey-les-Gray;47.4833330000;5.5833330000
504;Til-Châtel;47.514121;5.169067
505;Velles;47.833292;5.723971
506;Vraincourt-Viéville;48.2366981;5.1239383
507;Le Pailly;47.8000000000;5.4166670000
508;Rivières-le-Bois;47.7333330000;5.4333330000
509;Grandchamp;47.7166670000;5.4500000000
510;Leffond;47.6666670000;5.4666670000
512;Le Martoulet;45.577772;1.471192
513;Coublanc;47.7000000000;5.4666670000
514;Écuelle;47.5500000000;5.5500000000
515;Corgirnon;47.8000000000;5.5000000000
516;Rougeux;47.8166670000;5.5833330000
519;Beausoleil;43.7500000000;7.4333330000
520;Roville-aux-Chênes;48.3833330000;6.6000000000
521;Docelles—Cheniménil;48.1436134;6.6104793
522;Lépanges;48.1727165;6.6722884
523;Charmes;48.378483;6.301537
524;Vincey;48.3436471;6.3355129
525;Châtel—Nomexy;48.307156;6.387807
526;Igney;48.2709639;6.3995463
527;Thaon;48.244650;6.416384
528;Raves—Ban-de-Laveline;48.265723;7.0378799
529;Xertigny;48.0530255;6.3767687
530;Bains-les-Bains;47.9811282;6.2952683
531;Laveline-devant-Bruyères;48.185596;6.7512466
532;Biffontaine;48.2059398;6.8071811
533;Corcieux—Vanémont;48.1982842;6.8772915
535;Mirecourt;48.299243;6.129651
536;Contrexéville;48.1796129;5.890633
537;Martigny-les-Bains;48.1086889;5.8255764
538;Lamarche;48.0901299;5.7604385
539;Rozières-sur-Mouzon;48.1208921;5.7054886
540;Provenchères-sur-Fave;48.3046291;7.0854904
541;Colroy—Lubine;48.3145855;7.1317294
542;Pouxeux;48.1039421;6.5810266
543;Éloyes;48.087067;6.6001593
544;Vecoux;47.980175;6.636951
545;St-Léonard;48.2170818;6.9415509
546;Rupt-sur-Moselle;47.9333330000;6.6666670000
547;Ferdrupt;47.9000000000;6.7166670000
548;Ramonchamp;47.9000000000;6.7500000000
549;Le Thillot;47.8833330000;6.7666670000
550;Fresse;47.8666670000;6.7833330000
551;St-Maurice-sur-Moselle;47.8666670000;6.8333330000
552;Bussang;47.8833330000;6.8500000000
553;Raon-l’Étape;48.404002;6.837302
554;Vagney;48.005974;6.710573
555;Étival-Clairefontaine;48.3671987;6.8769607
556;Zainvillers;47.996347;6.713764
557;Thiéfosse;47.969892;6.73061
558;Saulxures-sur-Moselotte;47.9500000000;6.7666670000
559;St-Michel-sur-Meurthe;48.3269843;6.8882777
560;Cornimont;47.9666670000;6.8333330000
561;Deinvillers;48.4166670000;6.5500000000
563;Rambervillers;48.3500000000;6.6333330000
564;Jeanmenil;48.3333330000;6.6833330000
566;Autrey;48.3000000000;6.6833330000
567;Dompaire;48.2166670000;6.2166670000
568;Brouvelieures;48.2333330000;6.7333330000
572;Bocquegney;48.2166670000;6.3000000000
574;Racecourt;48.2500000000;6.1833330000
575;Vélotte-et-Tatignecourt;48.261475;6.164487
579;Bagnoles-de-l’Orne Office de Tourisme;48.55437;-0.410609
580;St-Nabord;48.0461722;6.5818945
581;Hielle—Rupt;47.968714;6.635522
582;Maxonchamp;47.945783;6.63269
583;Dommartin;48.0000000000;6.6500000000
584;Ste-Marguerite—Remomeix;48.260342;6.980995
585;Blanchifontaine;48.339142;6.656682
586;Frémifontaine;48.2666670000;6.6833330000
587;La Bresse;48.0000000000;6.8833330000
588;Laneuveville-aux-Bois;48.6166670000;6.6500000000
589;Vallois;48.468442;6.564112
591;Greux;48.4500000000;5.6833330000
592;Goussaincourt;48.48384912581334;5.693310499191284
593;Burey-la-Côte;48.5000000000;5.7000000000
598;Montbré;49.1942075;4.0388482
599;Trois-Puits;49.2067481;4.0384678
600;Muizon;49.2781012;3.8915287
601;Jonchery-sur-Vesle;49.290057;3.819422
602;Breuil-Romain;49.3084141;3.7665322
603;Fismes;49.310665;3.682130
604;Bazoches;49.30518;3.6163588
605;Mont-Notre-Dame;49.2967797;3.5764545
606;Fère-en-Tardenois;49.2085631;3.5042685
607;Dormans;49.0791611;3.641709
608;Aÿ;49.0487318;4.0015644
609;Avenay;49.0647826;4.043689
610;Germaine;49.1277634;4.0228976
611;Rilly-la-Montagne;49.1664524;4.0408608
612;Val-de-Vesle;49.17792;4.22221
613;Prunay;49.1988;4.18364
614;Sillery;49.20324;4.14427
615;Sept-Saulx;49.1511332;4.2569742
616;Mairy-sur-Marne;48.8666670000;4.4166670000
617;Courcy-Brimont;49.3296003;4.0134623
618;Loivre;49.3466786;3.9906699
619;Guignicourt;49.434862;3.961334
620;Amifontaine;49.4847322;3.9105811
621;St-Erme;49.5269865;3.8576502
622;Coucy-lès-Eppes;49.556282;3.7748209
623;Nouzonville;49.8120125;4.7428155
624;Joigny-sur-Meuse;49.8336807;4.7672389
625;Bogny-sur-Meuse;49.8583117;4.7632317
626;Monthermé;49.865621;4.740530
627;Deville;49.8796028;4.7072062
628;Laifour;49.911256;4.6923484
629;Revin;49.938756;4.642536
630;Fumay;49.986048;4.692600
631;Haybes;50.0116888;4.7045378
632;Vireux-Molhain;50.0827968;4.7233909
633;Aubrives;50.1044507;4.7616512
634;Givet;50.14025067;4.81798595
635;Lumes;49.7327973;4.7833571
636;Nouvion-sur-Meuse;49.6973135;4.794973
637;Vrigne-Meuse;49.7010822;4.8438063
638;Donchery;49.6981267;4.8747529
639;Amagne—Lucquy;49.5238187;4.4738775
640;Rethel;49.504393;4.369566
641;Pont-Maugis;49.6666670000;4.9500000000
642;Bazeilles;49.6666670000;4.9833330000
643;Douzy;49.6666670000;5.0500000000
644;Pouru-St-Rémy;49.6833330000;5.0833330000
645;Sachy;49.6666670000;5.1333330000
646;Carignan;49.6285736;5.1684754
647;Blagny;49.6166670000;5.1833330000
648;Linay;49.6166670000;5.2166670000
649;Margut Fromy;49.590323;5.254995
650;Liart;49.7700597;4.3355138
651;Beauchastel;44.8333330000;4.8000000000
652;Remilly-Aillicourt;49.6518;4.993642
653;Bénestroff;48.90656;6.75266
656;Anchamps;49.9307448;4.6702434
657;Fépin;50.0234644;4.7266156
659;Brest;48.388110;-4.478903
660;Wadelincourt;49.682651;4.937918
661;La Ferté-sur-Chiers;49.5666670000;5.2333330000
664;Songy;48.801708;4.495397
665;Loisy-sur-Marne;48.7666670000;4.5500000000
666;Pringy (Marne);48.7833330000;4.5166670000
667;Vitry-le-François;48.718142;4.587581
668;Mourmelon-le-Petit;49.1313076;4.3180982
669;Uxegney;48.193876;6.370727
670;Bouy;49.09131;4.35292
671;Darnieulles;48.2000000000;6.3500000000
672;Mattaincourt;48.2833330000;6.1333330000
673;St-Âme;48.0333330000;6.6666670000
674;St-Âme—Le Syndicat;48.024474;6.686994
677;Suippes;49.120151;4.543885
678;Ste-Ménéhould;49.1000000000;4.8666670000
679;St-Dizier;48.642404;4.947855
680;Revigny;48.8240449;4.9855736
681;Nançois-Tronville;48.7180423;5.2912016
682;Fronville;48.4001829;5.1564405
683;Joinville;48.4442977;5.143503
685;Curel;48.5000000000;5.1333330000
686;Chevillon;48.5245505;5.1117843
687;Bayard;48.5520296;5.0754439
688;Eurville;48.5828713;5.0449583
690;Villiers-en-Lieu;48.661135;4.896801
691;St-Eulien;48.6833330000;4.8833330000
692;Commercy;48.765749;5.588610
693;Berthelming;48.8096475;7.0087859
694;Bouin;46.9666670000;-2.0000000000
695;Les Islettes;49.10635;5.00184
696;Clermont-en-Argonne;49.10645;5.06506
697;Étain;49.2074907;5.6398079
702;Neuville-les-Vaucouleurs;48.5833330000;5.6666670000
703;Burey-en-Vaux;48.5666670000;5.6666670000
704;Maxey-sur-Vaise;48.5333330000;5.6666670000
705;Hasenrain;47.736281;7.3313559
706;Brunstatt;47.7166670000;7.3166670000
707;Flaxlanden;47.6986924;7.3044703
708;Beillant;45.7007999;-0.5265079
709;Blesme-Haussignemont;48.72125652410445;4.752992391586304
710;Tagolsheim;47.6549682;7.2641437
711;Walheim;47.6416406;7.2633202
712;Ballersdorf;47.6333330000;7.1666670000
713;Biarritz;43.459397;-1.545915
714;Valdieu;47.631315550149495;7.056044340133667
715;Graffenwald;47.7808232;7.2247908
716;St-André (Haut Rhin);47.79097;7.155053
717;Colmar Mésanges;48.0860048;7.3336703
718;Colmar St-Joseph;48.0816399;7.3453397
719;St-Gilles;48.0758611;7.2609746
723;Mulhouse—Dornach;47.747130;7.308477
724;Rixheim;47.748960;7.406404
725;Habsheim;47.737691;7.417979
726;Sierentz;47.656047;7.459142
727;Bartenheim;47.6349313;7.4872561
728;Zillisheim;47.6943143;7.2945376
729;Illfurth;47.6764322;7.2685712
730;Altkirch;47.6270174;7.2392493
731;Dannemarie;47.6275771;7.124907
732;Ribeauvillé;48.1975900000;7.2215800000
735;Herrlisheim-près-Colmar;48.0166417;7.3206381
736;Rouffach;47.9602481;7.312455
737;Logelbach;48.087299;7.3206082
738;Turckheim;48.0856288;7.279466
739;Walbach;48.0580062;7.2334758
740;Wihr-au-Val—Soultzbach;48.0460522;7.2095351
741;Gunsbach—Griesbach;48.0414908;7.1748407
742;Ranspach;47.8815954;7.0123184
743;Cernay;47.80200;7.17370
744;Burnhaupt;47.7333330000;7.1500000000
745;Guewenheim;47.7528280000;7.0925330000
746;Sentheim;47.75252549026408;7.057535648345947
747;Lauw;47.7562910000;7.0183750000
748;Masevaux;47.7767130000;6.9968320000
749;Sickert;47.7838080000;6.9784640000
750;Niederbruck;47.7833330000;6.9666670000
751;Kirchberg;47.7975320000;6.9579510000
752;Oberbruck;47.8076780000;6.9435310000
753;Sewen;47.8071600000;6.9056800000
754;Luttenbach-près-Munster;48.0352559;7.1186307
755;Vieux-Thann;47.8058505;7.1194904
756;Bitschwiller;47.8273719;7.078514
757;Willer-sur-Thur;47.8425494;7.0693196
758;Moosch;47.8607454;7.0507631
759;St-Amarin;47.8728596;7.0287447
760;Wesserling;47.8899651;6.997519
761;Fellering;47.8975893;6.9871347
762;Oderen;47.9118756;6.9734829
763;Kruth;47.92396;6.9690938
764;Breitenbach;48.0285326;7.1040522
765;Richwiller;47.7833330000;7.2833330000
766;Wittelsheim;47.81733322335348;7.2643232345581055
767;Staffelfelden;47.8279612;7.2651657
768;Bollwiller;47.8569694;7.2672555
769;Raedersheim;47.8869059;7.2840467
770;Merxheim;47.9126413;7.3022795
771;Muhlbach-sur-Munster;48.0246077;7.0875666
772;Malmerspach;47.8666670000;7.0333330000
773;Metzéral;48.0133301;7.0733383
775;Bas-Evette;47.6810089;6.8068494
778;Bort-les-Orgues;45.40645751045886;2.502157688140869
779;Trois-Chênes;47.6480822;6.8462281
780;Chèvremont;47.6216292;6.9214733
781;Petit-Croix;47.6101045;6.9947414
782;Montreux-Vieux;47.6178576;7.0253947
783;Blainville—Damelevières;48.564971;6.386953
784;Héricourt;47.5729701;6.7691977
785;Voujeaucourt;47.4789729;6.7699667
786;Bourg-Madame;42.4324069;1.9486704
787;Colombier-Fontaine;47.4554849;6.6890071
789;L’Isle-sur-le-Doubs;47.4473777;6.5812614
792;Clerval;47.3966577;6.4920574
793;Port-sur-Saône;47.6833330000;6.0500000000
795;Grattery;47.6666670000;6.0833330000
796;Noidans-lès-Vesoul;47.6166670000;6.1333330000
800;Montureux-lès-Baulay;47.8166670000;5.9833330000
801;Ronchamp;47.6990308;6.6232791
802;Champagney;47.7031399;6.7012773
803;Jussey;47.8166670000;5.9000000000
804;Masseret Ville;45.5333330000;1.5166670000
805;Barberey Route de Méry;48.3500000000;4.0166670000
807;Béning;49.1379541;6.8282982
809;Mont-le-Vernois;47.6000000000;6.0666670000
810;Luxeuil-les-Bains;47.8148606;6.3726593
812;Loupershouse;49.081102;6.914979
813;Walygator Parc;49.22492;6.15946
814;Maizières-lès-Metz;49.2155349;6.1588762
815;Uckange;49.3032605;6.1567735
816;Knutange—Nilvange;49.340801;6.047762
817;Hayange;49.33053;6.07245
818;Aubusson Gare Routière;45.95500608979646;2.1708834171295166
819;Metzeresche;49.3000000000;6.3166670000
820;Yutz;49.361354;6.2093949
821;Kuntzig;49.349918;6.2345596
822;Distroff;49.3352322;6.2603013
823;Metzervisse;49.3179579;6.2838554
824;Kédange;49.3056643;6.3324034
825;Hombourg-Budange;49.2823957;6.3507488
827;Bordeaux;44.83773065393117;-0.577431321144104
828;Bordeaux St-Jean;44.825873;-0.556697
829;Boé;44.1666670000;0.6333330000
830;Ébersviller;49.2747715;6.4111622
831;Anzeling;49.2620718;6.4602649
832;Freistroff;49.2780593;6.4926709
833;Remelfang;49.2666670000;6.5166670000
834;Basse-Ham;49.3805708;6.2348709
835;Koenigsmacker;49.3965538;6.2735503
836;Malling;49.42152;6.302207
837;Sierck-les-Bains;49.4440155;6.3500946
838;Apach;49.4439732;6.3500923
839;Homécourt;49.2182988;5.9991714
840;Belfort-Ville;47.633284;6.853956
841;Jœuf;49.2250083;6.0177021
842;Moyeuvre-Grande;49.246713;6.043226
843;Bourges;47.094145;2.394255
844;Boves;49.8462355;2.3981165
845;Rombas—Clouange;49.2560553;6.0990538
846;Gandrange—Amnéville;49.2608222;6.1358897
849;Woippy;49.1487965;6.155621
851;Vatimont;48.979731;6.467163
852;Lucy;48.9500000000;6.4666670000
853;Chenois;48.9666670000;6.5000000000
854;Holacourt;48.9666670000;6.5166670000
855;Arraincourt;48.9666670000;6.5333330000
